innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,219.48,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,219.85,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,198.34,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,213.00,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,205.29,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,209.02,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,183.93,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,197.13,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,196.43,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,200.34,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,190.97,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,188.81,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,186.02,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,192.59,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,218.23,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,192.32,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,189.86,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,214.28,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,222.15,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,196.82,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,195.25,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,191.03,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,206.73,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,191.80,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,201.32,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,197.53,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,202.23,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,181.90,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,193.74,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,195.18,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,208.22,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,219.97,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,209.34,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,219.47,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,191.89,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,217.15,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,215.00,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,217.81,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,192.62,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,214.73,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,229.16,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,230.89,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,191.98,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,198.60,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,215.24,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,215.14,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,198.04,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,224.53,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,221.58,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,223.78,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,1,191.88,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,214.50,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,210.90,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,211.61,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,1,184.00,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,214.35,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,206.42,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,201.74,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,1,191.72,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,193.44,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,203.39,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,199.36,oltp_read_write,64,5000000,4
1GB,1,1,1,ON,1,1024,1,25,100,48MB,4000,226.94,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,219.07,oltp_read_write,64,5000000,4
1GB,1,3,1,ON,1,1024,1,25,100,48MB,4000,228.51,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,226.27,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,222.15,oltp_read_write,64,5000000,4
1GB,3,1,1,ON,1,1024,1,25,100,48MB,4000,215.55,oltp_read_write,64,5000000,4
1GB,1,2,0,ON,1,1024,1,25,100,48MB,4000,227.91,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,219.39,oltp_read_write,64,5000000,4
1GB,1,2,2,ON,1,1024,1,25,100,48MB,4000,223.73,oltp_read_write,64,5000000,4
1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,223.34,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,221.60,oltp_read_write,64,5000000,4
1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,225.13,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,229.84,oltp_read_write,64,5000000,4
1GB,1,2,1,OFF,1,1024,1,25,100,48MB,4000,220.63,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,228.66,oltp_read_write,64,5000000,4
1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,224.68,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,0,1024,1,25,100,48MB,4000,229.03,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,224.10,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,233.69,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,225.85,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,100,1,25,100,48MB,4000,217.73,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,232.32,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,5000,1,25,100,48MB,4000,225.92,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,10000,1,25,100,48MB,4000,220.45,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,225.20,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,236.90,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,231.60,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,225.95,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,230.64,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,2,25,100,48MB,4000,229.44,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,4,25,100,48MB,4000,216.88,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,8,25,100,48MB,4000,235.33,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,231.08,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,234.95,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,226.71,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,233.85,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,0,100,48MB,4000,206.04,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,10,100,48MB,4000,227.86,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,228.29,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,50,100,48MB,4000,232.62,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,203.88,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,219.78,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,222.34,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,229.00,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,226.85,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,5000,48MB,4000,202.94,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,10000,48MB,4000,189.20,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,20000,48MB,4000,211.74,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,232.64,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,211.42,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,213.70,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,218.43,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,4MB,4000,218.12,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,239.33,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,512MB,4000,216.00,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,5GB,4000,217.71,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,202.66,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,236.93,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,213.76,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,216.58,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,1,206.02,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,1000,227.79,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,2000,223.15,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,223.74,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,208.74,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,223.30,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,227.30,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,219.52,oltp_read_write,64,5000000,4
1GB,2,1,0,ON,1,1024,1,25,100,48MB,4000,223.23,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,227.59,oltp_read_write,64,5000000,4
1GB,2,1,2,ON,1,1024,1,25,100,48MB,4000,230.58,oltp_read_write,64,5000000,4
1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,233.62,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,229.70,oltp_read_write,64,5000000,4
1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,224.95,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,223.92,oltp_read_write,64,5000000,4
1GB,2,1,1,OFF,1,1024,1,25,100,48MB,4000,225.21,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,218.57,oltp_read_write,64,5000000,4
1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,217.71,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,0,1024,1,25,100,48MB,4000,231.80,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,222.41,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,212.36,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,228.08,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,100,1,25,100,48MB,4000,218.08,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,228.56,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,5000,1,25,100,48MB,4000,220.65,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,10000,1,25,100,48MB,4000,223.46,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,227.34,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,223.62,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,224.94,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,228.27,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,227.67,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,2,25,100,48MB,4000,236.67,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,4,25,100,48MB,4000,228.84,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,8,25,100,48MB,4000,227.67,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,224.57,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,234.20,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,227.19,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,227.11,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,0,100,48MB,4000,194.88,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,10,100,48MB,4000,224.33,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,227.24,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,50,100,48MB,4000,223.07,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,206.39,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,224.69,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,223.90,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,220.06,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,222.99,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,5000,48MB,4000,199.07,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,10000,48MB,4000,197.79,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,20000,48MB,4000,208.11,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,225.96,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,204.53,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,211.93,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,204.13,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,4MB,4000,212.79,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,232.79,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,512MB,4000,212.83,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,5GB,4000,217.72,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,195.29,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,244.79,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,220.79,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,220.66,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,1,196.92,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,1000,218.85,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,2000,223.32,oltp_read_write,64,5000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,226.25,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,210.35,oltp_read_write,64,5000000,4
